Wavenumbers (cm-1),Glomalin,HA,BSA,,,Wavenumbers (cm-1),GOE,GOE+Glomalin,GOE+HA,GOE+BSA,,,Wavenumbers (cm-1),MnO2,MnO2+Glomalin,MnO2+HA,MnO2+BSA,,,Wavenumbers (cm-1),MMT,MMT+Glomalin,MMT+HA,MMT+BSA
1743.58781,0.00017,-0.00052,0.00011,,,1743.58781,-0.00031,0.00203,0.00701,0.00272,,,1743.58781,0.05648,0.00773,0.00144,0.01247,,,1743.58781,0.0001,0.00079,0.00073,0.00059
1741.65906,0.00012,-0.0006,0.00005,,,1741.65906,-0.0003,0.00182,0.00698,0.0026,,,1741.65906,0.05607,0.00766,0.00136,0.01233,,,1741.65906,-0.00016,0.00057,0.0005,0.00034
1739.73032,0.0001,-0.00063,0.00001,,,1739.73032,-0.00028,0.00158,0.007,0.00251,,,1739.73032,0.05581,0.00757,0.00134,0.0123,,,1739.73032,-0.00034,0.00043,0.00025,0.00014
1737.80157,0.00009,-0.00061,0.00003,,,1737.80157,-0.00029,0.00144,0.00706,0.00253,,,1737.80157,0.05557,0.00753,0.00135,0.01237,,,1737.80157,-0.00034,0.00047,0.0002,0.00022
1735.87282,0.00027,-0.00075,0.00021,,,1735.87282,-0.00063,0.00184,0.00716,0.00252,,,1735.87282,0.05479,0.00795,0.00131,0.01223,,,1735.87282,-0.00002,0.00085,0.0006,0.00067
1733.94407,0.00053,-0.00093,0.0004,,,1733.94407,-0.00106,0.00249,0.00732,0.0025,,,1733.94407,0.05405,0.00861,0.00129,0.01205,,,1733.94407,0.00042,0.00137,0.00122,0.0013
1732.01533,0.00039,-0.00075,0.00032,,,1732.01533,-0.00072,0.00199,0.00739,0.00261,,,1732.01533,0.05453,0.00832,0.00137,0.01225,,,1732.01533,0.00019,0.00112,0.00103,0.0011
1730.08658,0.00004,-0.00046,0.00011,,,1730.08658,-0.00006,0.0008,0.00737,0.00273,,,1730.08658,0.05541,0.00748,0.00145,0.01254,,,1730.08658,-0.00046,0.0004,0.00029,0.00032
1728.15783,-0.00028,-0.0003,-0.00006,,,1728.15783,0.00047,-0.00025,0.00735,0.00279,,,1728.15783,0.05612,0.00681,0.00146,0.01272,,,1728.15783,-0.00105,-0.00024,-0.00036,-0.00036
1726.22908,-0.00042,-0.00026,-0.00016,,,1726.22908,0.00073,-0.00079,0.00737,0.00279,,,1726.22908,0.05655,0.00651,0.00143,0.0128,,,1726.22908,-0.00135,-0.00053,-0.00065,-0.00069
1724.30034,-0.00035,-0.00033,-0.00018,,,1724.30034,0.00074,-0.00081,0.00743,0.00278,,,1724.30034,0.05664,0.00654,0.00138,0.01277,,,1724.30034,-0.00138,-0.00043,-0.00065,-0.00072
1722.37159,-0.00024,-0.00046,-0.00015,,,1722.37159,0.00058,-0.00063,0.0075,0.00274,,,1722.37159,0.05643,0.00672,0.00132,0.01265,,,1722.37159,-0.00132,-0.00019,-0.00054,-0.00062
1720.44284,-0.00001,-0.00075,0,,,1720.44284,0.00013,-0.00002,0.00761,0.00262,,,1720.44284,0.05564,0.00724,0.00123,0.0123,,,1720.44284,-0.00104,0.00026,-0.0002,-0.00024
1718.51409,0.00054,-0.00119,0.00032,,,1718.51409,-0.00075,0.0014,0.00782,0.00248,,,1718.51409,0.05437,0.00832,0.00115,0.0118,,,1718.51409,-0.00026,0.00126,0.00064,0.00072
1716.58535,0.00091,-0.00131,0.00056,,,1716.58535,-0.0012,0.00231,0.00813,0.00258,,,1716.58535,0.05403,0.00895,0.0012,0.01176,,,1716.58535,0.00028,0.00196,0.00129,0.00153
1714.6566,0.00053,-0.00096,0.00046,,,1714.6566,-0.00051,0.00136,0.00835,0.00283,,,1714.6566,0.05518,0.00825,0.00131,0.01225,,,1714.6566,-0.00044,0.00119,0.00069,0.00088
1712.72785,0.00007,-0.00061,0.00018,,,1712.72785,0.00026,0.00019,0.00844,0.003,,,1712.72785,0.05644,0.00743,0.00135,0.01267,,,1712.72785,-0.00134,0.00024,-0.00012,0
1710.7991,-0.00014,-0.00046,-0.00004,,,1710.7991,0.00061,-0.00023,0.00849,0.00307,,,1710.7991,0.05707,0.00713,0.00133,0.01282,,,1710.7991,-0.00181,-0.00017,-0.00055,-0.00044
1708.87036,-0.00009,-0.00057,-0.00009,,,1708.87036,0.00053,0.00019,0.00857,0.00306,,,1708.87036,0.05694,0.00735,0.00127,0.01271,,,1708.87036,-0.00183,-0.00005,-0.00058,-0.00048
1706.94161,0.00015,-0.00089,0,,,1706.94161,0.00013,0.00138,0.00873,0.00303,,,1706.94161,0.05641,0.00788,0.0012,0.01247,,,1706.94161,-0.00154,0.00048,-0.00033,-0.00027
1705.01286,0.00037,-0.00112,0.00012,,,1705.01286,-0.00016,0.00272,0.00898,0.00314,,,1705.01286,0.05613,0.00831,0.00119,0.01237,,,1705.01286,-0.0013,0.001,-0.00006,-0.00005
1703.08411,0.00046,-0.00123,0.0003,,,1703.08411,-0.00028,0.00378,0.0093,0.00332,,,1703.08411,0.05588,0.00862,0.00122,0.01231,,,1703.08411,-0.00126,0.00123,0.00003,0.00002
1701.15536,0.00072,-0.00144,0.00058,,,1701.15536,-0.00064,0.00572,0.00967,0.00345,,,1701.15536,0.0552,0.00937,0.00121,0.01208,,,1701.15536,-0.0012,0.00158,0.00023,0.0002
1699.22662,0.00109,-0.00158,0.0007,,,1699.22662,-0.00098,0.00885,0.01,0.0036,,,1699.22662,0.0549,0.01024,0.00116,0.01203,,,1699.22662,-0.00113,0.00218,0.00057,0.00058
1697.29787,0.00106,-0.00149,0.00057,,,1697.29787,-0.00067,0.01151,0.01024,0.00383,,,1697.29787,0.05548,0.0103,0.00114,0.01235,,,1697.29787,-0.00133,0.00238,0.00052,0.00063
1695.36912,0.00062,-0.00122,0.00029,,,1695.36912,0.00021,0.01361,0.01052,0.00422,,,1695.36912,0.05673,0.00969,0.00116,0.01294,,,1695.36912,-0.00207,0.00197,-0.00024,-0.00004
1693.44037,0.00024,-0.00086,0.00003,,,1693.44037,0.00097,0.01521,0.01085,0.00469,,,1693.44037,0.0581,0.00911,0.00124,0.01362,,,1693.44037,-0.00283,0.00152,-0.00104,-0.00076
1691.51163,0.0002,-0.00068,-0.00004,,,1691.51163,0.00114,0.01704,0.01119,0.00512,,,1691.51163,0.05867,0.00916,0.00131,0.01405,,,1691.51163,-0.0031,0.00157,-0.00124,-0.00097
1689.58288,0.00039,-0.0007,0.00005,,,1689.58288,0.00095,0.01975,0.01159,0.00556,,,1689.58288,0.05858,0.00974,0.00134,0.01425,,,1689.58288,-0.00298,0.00208,-0.001,-0.00077
1687.65413,0.00066,-0.00085,0.00025,,,1687.65413,0.00062,0.02253,0.012,0.00593,,,1687.65413,0.05804,0.01053,0.00131,0.01421,,,1687.65413,-0.00275,0.00269,-0.00065,-0.00043
1685.72538,0.00108,-0.00122,0.00056,,,1685.72538,0.00003,0.02576,0.01247,0.00623,,,1685.72538,0.05694,0.01172,0.00123,0.01393,,,1685.72538,-0.0025,0.00346,-0.00029,0.00009
1683.79664,0.00144,-0.00149,0.00073,,,1683.79664,-0.00018,0.03034,0.01304,0.00679,,,1683.79664,0.05674,0.01283,0.00121,0.01412,,,1683.79664,-0.00253,0.00424,-0.00017,0.00051
1681.86789,0.0012,-0.00116,0.00054,,,1681.86789,0.00072,0.03295,0.01349,0.00757,,,1681.86789,0.05836,0.0125,0.00138,0.01509,,,1681.86789,-0.00312,0.00416,-0.00058,0.00016
1679.93914,0.00089,-0.00075,0.00037,,,1679.93914,0.00151,0.03415,0.01386,0.00824,,,1679.93914,0.05977,0.0119,0.00156,0.01592,,,1679.93914,-0.00376,0.00384,-0.00101,-0.00037
1678.01039,0.00078,-0.00064,0.00035,,,1678.01039,0.00179,0.03578,0.01431,0.00878,,,1678.01039,0.06022,0.01182,0.00164,0.01627,,,1678.01039,-0.00423,0.00376,-0.00126,-0.00079
1676.08165,0.00088,-0.00081,0.00042,,,1676.08165,0.00176,0.03855,0.01487,0.00931,,,1676.08165,0.06016,0.0123,0.00163,0.01641,,,1676.08165,-0.00445,0.00406,-0.00126,-0.00093
1674.1529,0.00106,-0.00097,0.00052,,,1674.1529,0.00174,0.04206,0.0155,0.00993,,,1674.1529,0.06029,0.01297,0.00158,0.01669,,,1674.1529,-0.0045,0.0046,-0.00116,-0.0008
1672.22415,0.00126,-0.00106,0.00061,,,1672.22415,0.00167,0.04527,0.01607,0.01051,,,1672.22415,0.06041,0.01365,0.00154,0.01697,,,1672.22415,-0.00447,0.00519,-0.00104,-0.00049
1670.2954,0.0015,-0.00118,0.00067,,,1670.2954,0.00164,0.04911,0.01665,0.01115,,,1670.2954,0.06053,0.01442,0.00152,0.01723,,,1670.2954,-0.00452,0.00582,-0.00087,-0.00012
1668.36666,0.00143,-0.00106,0.00055,,,1668.36666,0.00225,0.05301,0.01723,0.01206,,,1668.36666,0.06156,0.01466,0.00158,0.0179,,,1668.36666,-0.00512,0.00596,-0.00124,-0.00034
1666.43791,0.0012,-0.00074,0.00044,,,1666.43791,0.00293,0.05561,0.01776,0.01298,,,1666.43791,0.06283,0.01452,0.0017,0.01867,,,1666.43791,-0.00576,0.00582,-0.00184,-0.00086
1664.50916,0.00122,-0.00063,0.00051,,,1664.50916,0.00306,0.05892,0.01834,0.01384,,,1664.50916,0.06329,0.01493,0.00178,0.01911,,,1664.50916,-0.00598,0.00613,-0.00208,-0.00101
1662.58041,0.00141,-0.00067,0.00057,,,1662.58041,0.00307,0.0643,0.01901,0.01484,,,1662.58041,0.0636,0.01573,0.00182,0.0195,,,1662.58041,-0.00608,0.00682,-0.00215,-0.00094
1660.65167,0.00146,-0.0006,0.00049,,,1660.65167,0.00347,0.06969,0.01955,0.01585,,,1660.65167,0.06444,0.01619,0.0019,0.02012,,,1660.65167,-0.00644,0.00727,-0.00233,-0.00105
1658.72292,0.00151,-0.00057,0.00048,,,1658.72292,0.00373,0.07391,0.01992,0.01663,,,1658.72292,0.06508,0.01662,0.00196,0.02066,,,1658.72292,-0.00671,0.00761,-0.00236,-0.00108
1656.79417,0.0018,-0.00084,0.00069,,,1656.79417,0.0034,0.07794,0.02026,0.01709,,,1656.79417,0.06469,0.01757,0.00193,0.02077,,,1656.79417,-0.00661,0.00827,-0.002,-0.00075
1654.86542,0.00236,-0.00144,0.00113,,,1654.86542,0.00248,0.08312,0.02074,0.01734,,,1654.86542,0.06329,0.01924,0.00183,0.02043,,,1654.86542,-0.00616,0.00944,-0.00125,0.00004
1652.93668,0.00275,-0.00175,0.00147,,,1652.93668,0.00201,0.09092,0.02139,0.01779,,,1652.93668,0.06311,0.02081,0.00184,0.02061,,,1652.93668,-0.00601,0.01067,-0.0008,0.00067
1651.00793,0.00252,-0.00143,0.00131,,,1651.00793,0.00259,0.09475,0.02175,0.01829,,,1651.00793,0.06491,0.02074,0.00201,0.02164,,,1651.00793,-0.00642,0.0107,-0.00127,0.00024
1649.07918,0.00249,-0.00135,0.00123,,,1649.07918,0.0026,0.09611,0.02193,0.01841,,,1649.07918,0.06564,0.02088,0.00209,0.02219,,,1649.07918,-0.0064,0.01082,-0.00128,0.0002
1647.15043,0.00254,-0.00147,0.00126,,,1647.15043,0.00247,0.09846,0.02216,0.01838,,,1647.15043,0.066,0.0214,0.00218,0.02258,,,1647.15043,-0.00632,0.01108,-0.00107,0.00045
1645.22169,0.00215,-0.00124,0.001,,,1645.22169,0.00339,0.09979,0.02232,0.01834,,,1645.22169,0.06772,0.02094,0.00233,0.02348,,,1645.22169,-0.00692,0.01054,-0.00166,-0.00007
1643.29294,0.00173,-0.00089,0.00067,,,1643.29294,0.00439,0.09975,0.02237,0.01828,,,1643.29294,0.06963,0.02016,0.00242,0.02434,,,1643.29294,-0.00753,0.00989,-0.00229,-0.00069
1641.36419,0.00161,-0.00078,0.00058,,,1641.36419,0.00472,0.10023,0.02246,0.01815,,,1641.36419,0.07067,0.01999,0.00243,0.02478,,,1641.36419,-0.00772,0.00973,-0.00242,-0.00084
1639.43544,0.00178,-0.00096,0.00074,,,1639.43544,0.00445,0.10151,0.02261,0.01792,,,1639.43544,0.07082,0.02049,0.0024,0.02482,,,1639.43544,-0.00744,0.01004,-0.00213,-0.00058
1637.50669,0.00212,-0.00138,0.00101,,,1637.50669,0.00371,0.10349,0.02278,0.01754,,,1637.50669,0.07042,0.02151,0.0023,0.02456,,,1637.50669,-0.00681,0.01069,-0.00153,-0.00007
1635.57795,0.00212,-0.0016,0.00102,,,1635.57795,0.00345,0.10522,0.02287,0.01713,,,1635.57795,0.07104,0.02198,0.00223,0.02464,,,1635.57795,-0.0066,0.01084,-0.00141,-0.00008
1633.6492,0.00156,-0.00125,0.00066,,,1633.6492,0.00425,0.10472,0.02284,0.01698,,,1633.6492,0.07337,0.02104,0.00238,0.02543,,,1633.6492,-0.00715,0.00998,-0.00223,-0.00086
1631.72045,0.00117,-0.0009,0.00043,,,1631.72045,0.00483,0.10363,0.02282,0.01689,,,1631.72045,0.0753,0.02027,0.00253,0.02607,,,1631.72045,-0.00742,0.00936,-0.00274,-0.00131
1629.7917,0.00109,-0.00087,0.00044,,,1629.7917,0.00483,0.10308,0.02276,0.01656,,,1629.7917,0.07623,0.02014,0.00257,0.02626,,,1629.7917,-0.00729,0.00924,-0.00275,-0.00132
1627.86296,0.00114,-0.00096,0.0005,,,1627.86296,0.00456,0.10275,0.02262,0.01601,,,1627.86296,0.07677,0.02023,0.00258,0.02623,,,1627.86296,-0.007,0.00931,-0.00252,-0.0011
1625.93421,0.00118,-0.00104,0.00053,,,1625.93421,0.00428,0.10211,0.02251,0.01545,,,1625.93421,0.07726,0.02031,0.00258,0.02619,,,1625.93421,-0.00666,0.00932,-0.00228,-0.00083
1624.00546,0.00121,-0.00111,0.00055,,,1624.00546,0.00404,0.10088,0.02242,0.01493,,,1624.00546,0.07785,0.02041,0.00259,0.02618,,,1624.00546,-0.00632,0.0092,-0.00203,-0.00061
1622.07671,0.00109,-0.00102,0.00046,,,1622.07671,0.00405,0.09863,0.02223,0.01445,,,1622.07671,0.0789,0.0202,0.00263,0.02632,,,1622.07671,-0.00631,0.00877,-0.00208,-0.00076
1620.14797,0.0009,-0.00089,0.00041,,,1620.14797,0.00405,0.096,0.02195,0.01402,,,1620.14797,0.0797,0.01985,0.00266,0.02633,,,1620.14797,-0.00647,0.0083,-0.0023,-0.00105
1618.21922,0.00092,-0.00094,0.00052,,,1618.21922,0.00364,0.09301,0.02169,0.01344,,,1618.21922,0.07976,0.0198,0.00262,0.02598,,,1618.21922,-0.00634,0.00812,-0.00225,-0.00105
1616.29047,0.0009,-0.001,0.00052,,,1616.29047,0.00341,0.08775,0.02136,0.01275,,,1616.29047,0.08021,0.0194,0.00258,0.02577,,,1616.29047,-0.00617,0.0077,-0.00219,-0.00113
1614.36172,0.00059,-0.00084,0.00027,,,1614.36172,0.00386,0.08131,0.02094,0.01226,,,1614.36172,0.08149,0.01826,0.00261,0.02596,,,1614.36172,-0.00639,0.0068,-0.00251,-0.00158
1612.43298,0.00035,-0.00069,0.00011,,,1612.43298,0.00418,0.07557,0.02055,0.01189,,,1612.43298,0.08239,0.01732,0.00262,0.02602,,,1612.43298,-0.00655,0.00607,-0.00272,-0.00183
1610.50423,0.00031,-0.00065,0.0001,,,1610.50423,0.00411,0.0699,0.02022,0.01144,,,1610.50423,0.08272,0.01678,0.00262,0.02582,,,1610.50423,-0.00645,0.0056,-0.00269,-0.00175
1608.57548,0.0003,-0.00062,0.00011,,,1608.57548,0.00389,0.06405,0.01989,0.01095,,,1608.57548,0.08295,0.01631,0.00263,0.02558,,,1608.57548,-0.00632,0.00512,-0.00267,-0.00168
1606.64673,0.00021,-0.0006,0.00008,,,1606.64673,0.00373,0.0586,0.0195,0.01048,,,1606.64673,0.08325,0.01575,0.00262,0.02536,,,1606.64673,-0.00635,0.00452,-0.00279,-0.00184
1604.71799,0.00013,-0.00059,0.00002,,,1604.71799,0.00363,0.05403,0.01912,0.0101,,,1604.71799,0.08345,0.01528,0.00258,0.02514,,,1604.71799,-0.00637,0.00405,-0.00289,-0.00203
1602.78924,0.00009,-0.00059,-0.00006,,,1602.78924,0.00358,0.05023,0.01879,0.00977,,,1602.78924,0.08357,0.01493,0.00253,0.02489,,,1602.78924,-0.00628,0.00381,-0.00295,-0.00212
1600.86049,0.00002,-0.00056,-0.00012,,,1600.86049,0.00355,0.04703,0.01851,0.00944,,,1600.86049,0.08374,0.01455,0.00253,0.02467,,,1600.86049,-0.00625,0.00356,-0.00307,-0.00223
1598.93174,-0.00001,-0.00051,-0.0001,,,1598.93174,0.00345,0.04461,0.01824,0.00917,,,1598.93174,0.0839,0.01424,0.00256,0.02449,,,1598.93174,-0.00627,0.00328,-0.00312,-0.00233
1597.003,0.00005,-0.00048,-0.00003,,,1597.003,0.00322,0.04304,0.01799,0.00899,,,1597.003,0.08398,0.01411,0.00256,0.02428,,,1597.003,-0.00617,0.00315,-0.00303,-0.0023
1595.07425,0.00012,-0.00047,0.00001,,,1595.07425,0.00299,0.04207,0.0177,0.00882,,,1595.07425,0.08399,0.01401,0.00247,0.02402,,,1595.07425,-0.00596,0.00313,-0.00291,-0.00221
1593.1455,0.0001,-0.0004,0.00002,,,1593.1455,0.00291,0.04147,0.0174,0.00866,,,1593.1455,0.08403,0.01384,0.00239,0.02379,,,1593.1455,-0.00583,0.00306,-0.00289,-0.00221
1591.21675,0.00006,-0.0003,0.00005,,,1591.21675,0.00289,0.04129,0.01714,0.00855,,,1591.21675,0.0841,0.0137,0.00239,0.02363,,,1591.21675,-0.00579,0.00299,-0.00291,-0.00228
1589.28801,0.00005,-0.00027,0.00006,,,1589.28801,0.00285,0.04162,0.0169,0.00849,,,1589.28801,0.08411,0.01364,0.00243,0.02347,,,1589.28801,-0.00578,0.00296,-0.0029,-0.00235
1587.35926,0.00003,-0.0003,0,,,1587.35926,0.0028,0.04243,0.01665,0.00841,,,1587.35926,0.08408,0.0136,0.00242,0.02327,,,1587.35926,-0.00579,0.00296,-0.00286,-0.00237
1585.43051,0.00003,-0.00034,-0.00006,,,1585.43051,0.00272,0.04371,0.01639,0.00832,,,1585.43051,0.08406,0.01357,0.00233,0.02306,,,1585.43051,-0.00575,0.00304,-0.00279,-0.00232
1583.50176,0.00006,-0.00036,-0.00009,,,1583.50176,0.00261,0.04542,0.01614,0.00829,,,1583.50176,0.08404,0.01362,0.00224,0.02286,,,1583.50176,-0.00565,0.00321,-0.00272,-0.00224
1581.57301,0.00014,-0.00039,-0.00007,,,1581.57301,0.00243,0.04749,0.01595,0.00835,,,1581.57301,0.08391,0.01381,0.00221,0.02265,,,1581.57301,-0.00545,0.00347,-0.00258,-0.00212
1579.64427,0.00037,-0.00054,0.00008,,,1579.64427,0.002,0.04994,0.01581,0.00841,,,1579.64427,0.0834,0.01429,0.00224,0.02233,,,1579.64427,-0.00512,0.00394,-0.00222,-0.00181
1577.71552,0.00079,-0.00088,0.0003,,,1577.71552,0.00122,0.05338,0.01566,0.00837,,,1577.71552,0.08238,0.01517,0.00217,0.02182,,,1577.71552,-0.00462,0.00474,-0.00166,-0.0013
1575.78677,0.00102,-0.00107,0.00035,,,1575.78677,0.00082,0.05778,0.01538,0.00841,,,1575.78677,0.08185,0.01584,0.00204,0.0215,,,1575.78677,-0.00436,0.00541,-0.00151,-0.00107
1573.85802,0.00087,-0.0009,0.00022,,,1573.85802,0.0012,0.06069,0.01513,0.00868,,,1573.85802,0.08224,0.0158,0.00205,0.02166,,,1573.85802,-0.00455,0.00543,-0.0019,-0.00129
1571.92928,0.00086,-0.00081,0.00026,,,1571.92928,0.00128,0.06312,0.01501,0.00896,,,1571.92928,0.08218,0.01601,0.00211,0.02169,,,1571.92928,-0.0045,0.00561,-0.00195,-0.00125
1570.00053,0.00104,-0.00095,0.00039,,,1570.00053,0.00094,0.06728,0.01488,0.00918,,,1570.00053,0.08157,0.01674,0.00209,0.02146,,,1570.00053,-0.00414,0.00624,-0.00165,-0.00094
1568.07178,0.00104,-0.00095,0.00036,,,1568.07178,0.0009,0.07181,0.01464,0.00946,,,1568.07178,0.08149,0.01717,0.00208,0.02146,,,1568.07178,-0.004,0.00667,-0.00156,-0.0009
1566.14303,0.00096,-0.00076,0.0003,,,1566.14303,0.00105,0.07524,0.01445,0.00983,,,1566.14303,0.08173,0.0173,0.00213,0.02166,,,1566.14303,-0.00411,0.0068,-0.00166,-0.00104
1564.21429,0.00105,-0.00067,0.00034,,,1564.21429,0.00096,0.07872,0.01434,0.0102,,,1564.21429,0.08153,0.01773,0.00217,0.02174,,,1564.21429,-0.00413,0.00713,-0.0016,-0.00098
1562.28554,0.00132,-0.0009,0.00055,,,1562.28554,0.00047,0.08211,0.0143,0.01041,,,1562.28554,0.08046,0.01857,0.0021,0.02145,,,1562.28554,-0.00388,0.00774,-0.00125,-0.00064
1560.35679,0.00199,-0.00162,0.00099,,,1560.35679,-0.00079,0.0872,0.01426,0.01048,,,1560.35679,0.07806,0.02032,0.00185,0.02059,,,1560.35679,-0.00309,0.00908,-0.00039,0.0002
1558.42804,0.00272,-0.00213,0.00125,,,1558.42804,-0.00192,0.09717,0.01404,0.01097,,,1558.42804,0.07664,0.02229,0.00168,0.02005,,,1558.42804,-0.0022,0.01092,0.00053,0.00119
1556.4993,0.00243,-0.00159,0.00104,,,1556.4993,-0.0011,0.10253,0.01383,0.01187,,,1556.4993,0.07818,0.0219,0.00189,0.0208,,,1556.4993,-0.0026,0.01083,0.00015,0.00088
1554.57055,0.00204,-0.001,0.00087,,,1554.57055,-0.0002,0.105,0.01372,0.01265,,,1554.57055,0.07959,0.02128,0.00215,0.02161,,,1554.57055,-0.00308,0.0104,-0.00035,0.00045
1552.6418,0.00188,-0.00074,0.00081,,,1552.6418,0.00033,0.10811,0.01358,0.01322,,,1552.6418,0.08013,0.02118,0.00227,0.02206,,,1552.6418,-0.00328,0.01034,-0.00069,0.00019
1550.71305,0.00184,-0.00067,0.00077,,,1550.71305,0.00055,0.1115,0.01336,0.01354,,,1550.71305,0.08024,0.02131,0.00225,0.02228,,,1550.71305,-0.00329,0.01049,-0.00086,0.00004
1548.78431,0.0018,-0.00065,0.00071,,,1548.78431,0.0006,0.11451,0.01311,0.01367,,,1548.78431,0.08025,0.02137,0.00218,0.02234,,,1548.78431,-0.00329,0.01064,-0.00092,-0.00003
1546.85556,0.00191,-0.00075,0.00075,,,1546.85556,0.00038,0.11682,0.01295,0.01371,,,1546.85556,0.07985,0.02161,0.00215,0.02221,,,1546.85556,-0.003,0.01101,-0.00065,0.00026
1544.92681,0.00241,-0.00107,0.00101,,,1544.92681,-0.00041,0.11931,0.01292,0.01361,,,1544.92681,0.07868,0.02249,0.00212,0.02182,,,1544.92681,-0.00211,0.01191,0.00022,0.0012
1542.99806,0.00313,-0.00154,0.00138,,,1542.99806,-0.00172,0.12197,0.01291,0.01324,,,1542.99806,0.07706,0.02384,0.00202,0.02112,,,1542.99806,-0.00099,0.01302,0.00139,0.00249
1541.06932,0.00355,-0.00192,0.00158,,,1541.06932,-0.00279,0.12339,0.01275,0.01263,,,1541.06932,0.07588,0.02473,0.00188,0.02039,,,1541.06932,-0.00067,0.01335,0.00186,0.00316
1539.14057,0.0029,-0.0017,0.00126,,,1539.14057,-0.00188,0.12117,0.01237,0.01216,,,1539.14057,0.07694,0.02344,0.00189,0.02055,,,1539.14057,-0.0018,0.01197,0.00073,0.00195
1537.21182,0.00215,-0.00119,0.00081,,,1537.21182,-0.00056,0.11811,0.01203,0.01196,,,1537.21182,0.07879,0.0218,0.00199,0.02121,,,1537.21182,-0.00262,0.01081,-0.00015,0.00089
1535.28307,0.00193,-0.00101,0.00067,,,1535.28307,-0.00017,0.11605,0.01186,0.0117,,,1535.28307,0.07926,0.02125,0.00201,0.0214,,,1535.28307,-0.00263,0.01052,-0.00025,0.00074
1533.35433,0.00186,-0.00101,0.00069,,,1533.35433,-0.0001,0.11362,0.01171,0.01132,,,1533.35433,0.07916,0.02096,0.00201,0.02133,,,1533.35433,-0.00248,0.01032,-0.00023,0.00073
1531.42558,0.00159,-0.00087,0.00063,,,1531.42558,0.0002,0.11045,0.0115,0.01096,,,1531.42558,0.0796,0.02029,0.00205,0.02139,,,1531.42558,-0.00269,0.0097,-0.00054,0.00035
1529.49683,0.00146,-0.0008,0.00058,,,1529.49683,0.00026,0.10777,0.01133,0.01062,,,1529.49683,0.0798,0.01992,0.0021,0.02135,,,1529.49683,-0.00274,0.00931,-0.00062,0.00019
1527.56808,0.00164,-0.00094,0.00064,,,1527.56808,-0.00014,0.10549,0.01123,0.01019,,,1527.56808,0.07933,0.02013,0.00208,0.02109,,,1527.56808,-0.00236,0.00939,-0.00022,0.00057
1525.63934,0.0019,-0.00113,0.00073,,,1525.63934,-0.00066,0.103,0.01117,0.00972,,,1525.63934,0.07874,0.02042,0.00199,0.02072,,,1525.63934,-0.00189,0.00954,0.00036,0.00114
1523.71059,0.00213,-0.00137,0.00083,,,1523.71059,-0.00119,0.10054,0.0111,0.00928,,,1523.71059,0.07808,0.02067,0.00187,0.02024,,,1523.71059,-0.00151,0.00964,0.00094,0.0017
1521.78184,0.00228,-0.00158,0.00091,,,1521.78184,-0.00156,0.09736,0.01095,0.00896,,,1521.78184,0.07755,0.02075,0.00181,0.01986,,,1521.78184,-0.00123,0.00961,0.00137,0.00202
1519.85309,0.00213,-0.00155,0.00086,,,1519.85309,-0.00132,0.09334,0.01078,0.00874,,,1519.85309,0.07785,0.02022,0.00185,0.01989,,,1519.85309,-0.00133,0.00911,0.00112,0.00172
1517.92434,0.00192,-0.0014,0.00077,,,1517.92434,-0.00091,0.08941,0.01068,0.00854,,,1517.92434,0.07841,0.01951,0.0019,0.02007,,,1517.92434,-0.00148,0.00855,0.00076,0.00138
1515.9956,0.00167,-0.00116,0.00066,,,1515.9956,-0.00045,0.08462,0.01057,0.0083,,,1515.9956,0.07906,0.01859,0.00196,0.02028,,,1515.9956,-0.00173,0.00782,0.00035,0.00102
1514.06685,0.00139,-0.00089,0.00051,,,1514.06685,-0.00002,0.07965,0.01042,0.00808,,,1514.06685,0.07976,0.01758,0.00205,0.02047,,,1514.06685,-0.00209,0.00704,-0.0001,0.00058
1512.1381,0.00137,-0.00087,0.00052,,,1512.1381,-0.00002,0.07565,0.01032,0.00787,,,1512.1381,0.07981,0.01718,0.00207,0.02042,,,1512.1381,-0.00198,0.00684,-0.00005,0.00063
1510.20935,0.00178,-0.00117,0.00072,,,1510.20935,-0.00059,0.07296,0.01034,0.00757,,,1510.20935,0.07881,0.01766,0.00199,0.02,,,1510.20935,-0.00119,0.00742,0.00069,0.00139
1508.28061,0.00246,-0.00167,0.00101,,,1508.28061,-0.00164,0.07026,0.01032,0.00707,,,1508.28061,0.07718,0.0186,0.00181,0.0192,,,1508.28061,-0.0002,0.00819,0.00173,0.00249
1506.35186,0.00219,-0.00171,0.00094,,,1506.35186,-0.00166,0.0626,0.01003,0.00648,,,1506.35186,0.07722,0.01776,0.00168,0.01874,,,1506.35186,-0.00095,0.0068,0.00111,0.00167
1504.42311,0.00114,-0.00111,0.00049,,,1504.42311,-0.00031,0.05521,0.0097,0.00622,,,1504.42311,0.0794,0.01556,0.00174,0.01923,,,1504.42311,-0.00242,0.00471,-0.00034,-0.00002
1502.49436,0.00067,-0.00072,0.00023,,,1502.49436,0.00043,0.05137,0.00955,0.00613,,,1502.49436,0.08075,0.01448,0.00179,0.01964,,,1502.49436,-0.00283,0.00395,-0.00081,-0.00053
1500.56562,0.00064,-0.00072,0.00022,,,1500.56562,0.00045,0.04866,0.00948,0.00597,,,1500.56562,0.08079,0.01428,0.0018,0.01955,,,1500.56562,-0.00266,0.00388,-0.00072,-0.00041
