Wavenumbers (cm-1),Glomalin,HA,BSA,,,Wavenumbers (cm-1),GOE,GOE+Glomalin,GOE+HA,GOE+BSA,,,Wavenumbers (cm-1),MnO2,MnO2+Glomalin,MnO2+HA,MnO2+BSA,,,Wavenumbers (cm-1),MMT,MMT+Glomalin,MMT+HA,MMT+BSA
1004.87749,0.00005,-0.00003,0.00007,,,1004.87749,0.00457,0.0099,0.02833,0.0136,,,1004.87749,0.0857,0.00892,0.00226,0.0194,,,1004.87749,0.14028,0.00365,0.07856,0.04894
1002.94874,0.00003,0,0,,,1002.94874,0.0046,0.01006,0.02829,0.01353,,,1002.94874,0.08549,0.00888,0.00223,0.01914,,,1002.94874,0.1336,0.00361,0.07507,0.04654
1001.01999,0.00002,-0.00001,-0.00006,,,1001.01999,0.00467,0.01013,0.02828,0.01355,,,1001.01999,0.08525,0.0089,0.00212,0.01895,,,1001.01999,0.12673,0.00352,0.07138,0.0441
999.09125,-0.00002,-0.00003,-0.00018,,,999.09125,0.00476,0.01014,0.02826,0.01352,,,999.09125,0.08494,0.00894,0.00199,0.01878,,,999.09125,0.11986,0.00336,0.06768,0.04172
997.1625,-0.00005,-0.00003,-0.0003,,,997.1625,0.00482,0.01017,0.02823,0.01347,,,997.1625,0.08462,0.00888,0.00193,0.01862,,,997.1625,0.11316,0.00321,0.06412,0.03946
995.23375,-0.00007,0.00001,-0.00027,,,995.23375,0.00487,0.01026,0.02819,0.01345,,,995.23375,0.0843,0.00877,0.00195,0.01856,,,995.23375,0.10677,0.00308,0.06078,0.03738
993.305,-0.00013,0,-0.00019,,,993.305,0.00499,0.01037,0.02803,0.01341,,,993.305,0.08397,0.00869,0.00193,0.01847,,,993.305,0.10085,0.00289,0.05762,0.03544
991.37626,-0.00019,-0.00012,-0.00022,,,991.37626,0.00512,0.01041,0.02777,0.01334,,,991.37626,0.08365,0.00865,0.0018,0.01823,,,991.37626,0.09555,0.00274,0.05468,0.03358
989.44751,-0.00023,-0.00024,-0.00033,,,989.44751,0.00517,0.01041,0.02764,0.01329,,,989.44751,0.08332,0.00862,0.00171,0.01797,,,989.44751,0.09088,0.0027,0.05198,0.03186
987.51876,-0.00025,-0.00026,-0.0004,,,987.51876,0.00516,0.01041,0.02762,0.01323,,,987.51876,0.08301,0.00857,0.00172,0.0178,,,987.51876,0.08674,0.00268,0.04954,0.03038
985.59001,-0.00027,-0.00022,-0.00043,,,985.59001,0.00515,0.01042,0.02757,0.0132,,,985.59001,0.08271,0.00856,0.0018,0.01771,,,985.59001,0.08302,0.0026,0.04737,0.02913
983.66127,-0.00029,-0.00018,-0.00039,,,983.66127,0.00517,0.0104,0.02751,0.01322,,,983.66127,0.08236,0.00859,0.00189,0.01769,,,983.66127,0.07967,0.00248,0.04539,0.02802
981.73252,-0.00031,-0.00015,-0.00033,,,981.73252,0.00519,0.01036,0.02751,0.01323,,,981.73252,0.082,0.00858,0.00187,0.01768,,,981.73252,0.07663,0.00239,0.04362,0.02703
979.80377,-0.00031,-0.00014,-0.00028,,,979.80377,0.00522,0.01033,0.02748,0.01316,,,979.80377,0.08168,0.0085,0.00177,0.01758,,,979.80377,0.07378,0.00238,0.04209,0.02618
977.87502,-0.0003,-0.00014,-0.00026,,,977.87502,0.00528,0.01033,0.02739,0.01312,,,977.87502,0.08138,0.00841,0.00171,0.0174,,,977.87502,0.07109,0.0024,0.04072,0.02535
975.94628,-0.00029,-0.00018,-0.00025,,,975.94628,0.00535,0.01033,0.0273,0.01318,,,975.94628,0.08104,0.00835,0.00173,0.0173,,,975.94628,0.06851,0.00236,0.03936,0.02449
974.01753,-0.00028,-0.00019,-0.0002,,,974.01753,0.00538,0.01029,0.02725,0.01328,,,974.01753,0.08071,0.00828,0.00182,0.01732,,,974.01753,0.06593,0.00225,0.03797,0.02365
972.08878,-0.00028,-0.00009,-0.00011,,,972.08878,0.00538,0.01024,0.02728,0.01339,,,972.08878,0.08044,0.00818,0.00194,0.01738,,,972.08878,0.06334,0.00213,0.03667,0.02285
970.16003,-0.00032,-0.00003,-0.00012,,,970.16003,0.00542,0.01019,0.02732,0.01345,,,970.16003,0.08015,0.0081,0.00196,0.01736,,,970.16003,0.06092,0.00206,0.03546,0.02201
968.23128,-0.00036,-0.00015,-0.00021,,,968.23128,0.00548,0.01014,0.02725,0.01338,,,968.23128,0.07976,0.00806,0.00189,0.01724,,,968.23128,0.05875,0.00205,0.03432,0.02115
966.30254,-0.00038,-0.00029,-0.00023,,,966.30254,0.00548,0.0101,0.02711,0.01327,,,966.30254,0.07929,0.00807,0.00181,0.01713,,,966.30254,0.05675,0.00199,0.03326,0.02045
964.37379,-0.00037,-0.0003,-0.00019,,,964.37379,0.00543,0.01008,0.02698,0.01328,,,964.37379,0.07882,0.00813,0.00174,0.01705,,,964.37379,0.05487,0.00188,0.03231,0.01993
962.44504,-0.00033,-0.00023,-0.00024,,,962.44504,0.00538,0.01005,0.02688,0.01335,,,962.44504,0.07843,0.00817,0.00171,0.01699,,,962.44504,0.05314,0.00181,0.03144,0.01941
960.51629,-0.00029,-0.00016,-0.00032,,,960.51629,0.00538,0.01004,0.02682,0.01341,,,960.51629,0.07811,0.00809,0.00176,0.01696,,,960.51629,0.05162,0.00179,0.03053,0.0189
958.58755,-0.0003,-0.00012,-0.00033,,,958.58755,0.00542,0.01005,0.02679,0.01345,,,958.58755,0.07778,0.00796,0.00179,0.01695,,,958.58755,0.0503,0.0018,0.02957,0.01841
956.6588,-0.00033,-0.00013,-0.0003,,,956.6588,0.00545,0.01008,0.02671,0.01352,,,956.6588,0.07741,0.00789,0.00172,0.01693,,,956.6588,0.04909,0.00177,0.0287,0.01794
954.73005,-0.00034,-0.00018,-0.00028,,,954.73005,0.00549,0.01011,0.02665,0.01356,,,954.73005,0.07705,0.00784,0.00163,0.01698,,,954.73005,0.04799,0.0017,0.02802,0.01758
952.8013,-0.00037,-0.00022,-0.00025,,,952.8013,0.00559,0.01012,0.02663,0.01355,,,952.8013,0.07668,0.0078,0.00162,0.01705,,,952.8013,0.04702,0.00167,0.02754,0.01733
950.87256,-0.00038,-0.00023,-0.00023,,,950.87256,0.00571,0.01007,0.02657,0.01353,,,950.87256,0.07631,0.00779,0.00167,0.01703,,,950.87256,0.04619,0.00167,0.02718,0.01707
948.94381,-0.00033,-0.00023,-0.00016,,,948.94381,0.00577,0.01001,0.02654,0.01353,,,948.94381,0.07596,0.00778,0.00177,0.01697,,,948.94381,0.04545,0.00166,0.02689,0.01676
947.01506,-0.00029,-0.00021,-0.00005,,,947.01506,0.00578,0.01009,0.02663,0.01357,,,947.01506,0.07561,0.00779,0.00182,0.0169,,,947.01506,0.04482,0.00161,0.02659,0.01652
945.08631,-0.00027,-0.00024,-0.00005,,,945.08631,0.00583,0.0103,0.02676,0.01359,,,945.08631,0.07525,0.00779,0.00172,0.01678,,,945.08631,0.04432,0.00156,0.02625,0.01636
943.15757,-0.00025,-0.00027,-0.00016,,,943.15757,0.00594,0.01053,0.02696,0.01365,,,943.15757,0.07488,0.00765,0.00156,0.0167,,,943.15757,0.04388,0.00151,0.02591,0.0162
941.22882,-0.00024,-0.0002,-0.00022,,,941.22882,0.00604,0.01076,0.02728,0.01385,,,941.22882,0.07446,0.00746,0.00151,0.01672,,,941.22882,0.04345,0.00145,0.02563,0.01604
939.30007,-0.00026,-0.00012,-0.00022,,,939.30007,0.00613,0.01105,0.02765,0.0141,,,939.30007,0.07402,0.00744,0.00157,0.01667,,,939.30007,0.04311,0.00144,0.02548,0.01599
937.37132,-0.0003,-0.00009,-0.00019,,,937.37132,0.00629,0.01141,0.0281,0.01438,,,937.37132,0.0736,0.00758,0.00167,0.0166,,,937.37132,0.04294,0.00153,0.02549,0.01601
935.44258,-0.00031,-0.00007,-0.00013,,,935.44258,0.00654,0.01176,0.02873,0.01475,,,935.44258,0.07313,0.0077,0.00175,0.01663,,,935.44258,0.04289,0.00168,0.02553,0.01597
933.51383,-0.00026,-0.00005,-0.00008,,,933.51383,0.0068,0.01208,0.02952,0.01517,,,933.51383,0.07265,0.00769,0.00174,0.01661,,,933.51383,0.04281,0.00174,0.02544,0.01592
931.58508,-0.00022,-0.00006,-0.00009,,,931.58508,0.00708,0.01234,0.03029,0.01557,,,931.58508,0.07229,0.00757,0.00164,0.01649,,,931.58508,0.04263,0.00166,0.02525,0.01587
929.65633,-0.00028,-0.00014,-0.00016,,,929.65633,0.0074,0.01251,0.03106,0.016,,,929.65633,0.07203,0.00746,0.00158,0.01636,,,929.65633,0.04252,0.00157,0.02517,0.01576
927.72759,-0.00036,-0.00026,-0.00023,,,927.72759,0.00779,0.01267,0.03208,0.01658,,,927.72759,0.07177,0.00745,0.00166,0.01627,,,927.72759,0.04264,0.00155,0.02534,0.01575
925.79884,-0.0004,-0.00036,-0.0002,,,925.79884,0.00822,0.01292,0.03346,0.0173,,,925.79884,0.07142,0.00749,0.00176,0.01621,,,925.79884,0.04285,0.00152,0.02561,0.01596
923.87009,-0.0004,-0.00035,-0.00017,,,923.87009,0.0088,0.01331,0.03511,0.01821,,,923.87009,0.07099,0.00745,0.00171,0.01622,,,923.87009,0.04298,0.00148,0.02583,0.01624
921.94134,-0.00039,-0.00028,-0.00024,,,921.94134,0.00962,0.01388,0.03703,0.0193,,,921.94134,0.07056,0.00731,0.00153,0.0162,,,921.94134,0.04305,0.00148,0.02594,0.01639
920.0126,-0.00035,-0.00024,-0.00037,,,920.0126,0.01056,0.01462,0.03939,0.02052,,,920.0126,0.07009,0.00724,0.00138,0.01608,,,920.0126,0.04317,0.00149,0.026,0.01633
918.08385,-0.00032,-0.00028,-0.00043,,,918.08385,0.01152,0.01554,0.04239,0.02201,,,918.08385,0.06964,0.00725,0.00132,0.01594,,,918.08385,0.04322,0.00142,0.02608,0.01618
916.1551,-0.0003,-0.00032,-0.00044,,,916.1551,0.01268,0.0167,0.04612,0.02398,,,916.1551,0.06927,0.00727,0.00132,0.01586,,,916.1551,0.04302,0.0013,0.02611,0.01606
914.22635,-0.00024,-0.00035,-0.00042,,,914.22635,0.01416,0.01818,0.05056,0.02647,,,914.22635,0.06888,0.0073,0.00134,0.01582,,,914.22635,0.04256,0.00123,0.02596,0.01595
912.2976,-0.00013,-0.00038,-0.00037,,,912.2976,0.01594,0.02005,0.0557,0.02936,,,912.2976,0.0685,0.00734,0.00131,0.01577,,,912.2976,0.04186,0.00122,0.02567,0.01576
910.36886,-0.00007,-0.00041,-0.0003,,,910.36886,0.01806,0.02231,0.06166,0.03261,,,910.36886,0.06821,0.00728,0.00127,0.01565,,,910.36886,0.0408,0.00118,0.0252,0.01539
908.44011,-0.00005,-0.00039,-0.00026,,,908.44011,0.02055,0.02501,0.06856,0.03638,,,908.44011,0.06792,0.00721,0.00125,0.01554,,,908.44011,0.03935,0.00114,0.02445,0.01484
906.51136,-0.00005,-0.00031,-0.00025,,,906.51136,0.02331,0.02815,0.07648,0.04075,,,906.51136,0.06751,0.00722,0.00128,0.01553,,,906.51136,0.03768,0.0011,0.02355,0.01421
904.58261,-0.00003,-0.00023,-0.00015,,,904.58261,0.0262,0.03178,0.08546,0.04568,,,904.58261,0.06693,0.00726,0.0014,0.01562,,,904.58261,0.036,0.00099,0.02266,0.01364
902.65387,-0.00001,-0.00022,-0.00005,,,902.65387,0.02914,0.03587,0.09518,0.051,,,902.65387,0.06633,0.00727,0.00147,0.01564,,,902.65387,0.03446,0.00088,0.02182,0.01316
900.72512,-0.00002,-0.00027,-0.0001,,,900.72512,0.03215,0.04023,0.10517,0.05647,,,900.72512,0.06583,0.00721,0.00136,0.01557,,,900.72512,0.0332,0.00089,0.02105,0.01269
898.79637,-0.00004,-0.00025,-0.00019,,,898.79637,0.03509,0.04463,0.11521,0.06182,,,898.79637,0.06542,0.00706,0.00123,0.0155,,,898.79637,0.03216,0.00097,0.02038,0.01228
896.86762,-0.00004,-0.00014,-0.00019,,,896.86762,0.03762,0.04873,0.12471,0.06661,,,896.86762,0.06512,0.00692,0.00122,0.01542,,,896.86762,0.0312,0.00097,0.01985,0.01202
894.93888,-0.00005,-0.00011,-0.00026,,,894.93888,0.0394,0.05203,0.13265,0.07028,,,894.93888,0.06486,0.0069,0.00125,0.01527,,,894.93888,0.03027,0.00084,0.01936,0.01175
893.01013,-0.00009,-0.00021,-0.00038,,,893.01013,0.04028,0.05404,0.13813,0.07241,,,893.01013,0.06447,0.00701,0.00122,0.01512,,,893.01013,0.02947,0.00072,0.01886,0.01137
891.08138,-0.00015,-0.00034,-0.00047,,,891.08138,0.04027,0.05458,0.14042,0.07278,,,891.08138,0.064,0.00703,0.00114,0.01503,,,891.08138,0.02887,0.00066,0.01847,0.01114
889.15263,-0.00019,-0.00038,-0.0005,,,889.15263,0.03935,0.0536,0.13935,0.07139,,,889.15263,0.06355,0.00689,0.00109,0.01494,,,889.15263,0.0284,0.00061,0.01823,0.01106
887.22389,-0.00016,-0.0003,-0.00047,,,887.22389,0.03759,0.05118,0.13543,0.06854,,,887.22389,0.06311,0.00679,0.00113,0.01487,,,887.22389,0.02794,0.00052,0.01807,0.01098
885.29514,-0.0001,-0.00022,-0.00046,,,885.29514,0.03525,0.0476,0.12916,0.06463,,,885.29514,0.06264,0.00686,0.00114,0.01476,,,885.29514,0.02744,0.00041,0.0179,0.01088
883.36639,-0.00006,-0.00017,-0.00049,,,883.36639,0.03274,0.04338,0.12118,0.06001,,,883.36639,0.06221,0.00694,0.00109,0.01462,,,883.36639,0.02695,0.00037,0.01763,0.01072
881.43764,-0.00003,-0.00001,-0.00045,,,881.43764,0.03027,0.03905,0.11258,0.05525,,,881.43764,0.06189,0.00698,0.0011,0.01465,,,881.43764,0.02652,0.00041,0.01725,0.01041
879.5089,-0.00002,0.00023,-0.00032,,,879.5089,0.02789,0.03501,0.10426,0.05085,,,879.5089,0.0616,0.00699,0.00117,0.01484,,,879.5089,0.02597,0.00037,0.0169,0.01012
877.58015,-0.00004,0.00035,-0.00023,,,877.58015,0.02568,0.03143,0.09645,0.04686,,,877.58015,0.06118,0.0069,0.00116,0.01492,,,877.58015,0.02529,0.00029,0.01654,0.00992
875.6514,-0.00009,0.00025,-0.00027,,,875.6514,0.0237,0.02825,0.08914,0.04316,,,875.6514,0.06065,0.00673,0.00098,0.01468,,,875.6514,0.02459,0.00029,0.01609,0.00968
873.72265,-0.00013,0.00003,-0.0004,,,873.72265,0.02192,0.02542,0.08254,0.03984,,,873.72265,0.06018,0.00661,0.00077,0.01425,,,873.72265,0.02395,0.0004,0.0155,0.00938
871.79391,-0.00013,-0.00014,-0.0004,,,871.79391,0.02035,0.02294,0.07687,0.03711,,,871.79391,0.05986,0.00664,0.00078,0.01405,,,871.79391,0.02333,0.00048,0.01493,0.00909
869.86516,-0.00013,-0.00017,-0.00024,,,869.86516,0.01901,0.02082,0.07198,0.03491,,,869.86516,0.05959,0.00673,0.00103,0.01417,,,869.86516,0.02265,0.00037,0.01446,0.00875
867.93641,-0.00016,-0.0001,-0.00009,,,867.93641,0.01785,0.01903,0.06766,0.03291,,,867.93641,0.05924,0.00679,0.00124,0.01426,,,867.93641,0.02184,0.00017,0.01397,0.00833
866.00766,-0.00015,-0.00001,-0.00014,,,866.00766,0.0168,0.01745,0.06383,0.03101,,,866.00766,0.05879,0.00683,0.00125,0.0142,,,866.00766,0.02105,0.00011,0.01346,0.00795
864.07892,-0.00009,-0.00006,-0.00037,,,864.07892,0.01589,0.01616,0.06041,0.02935,,,864.07892,0.05829,0.00681,0.00106,0.01411,,,864.07892,0.02039,0.00016,0.01304,0.00764
862.15017,-0.00008,-0.00018,-0.00058,,,862.15017,0.01514,0.01519,0.05741,0.02791,,,862.15017,0.05778,0.00663,0.00085,0.01403,,,862.15017,0.01978,0.00018,0.01271,0.00741
860.22142,-0.00014,-0.00022,-0.00062,,,860.22142,0.0145,0.01435,0.0548,0.02669,,,860.22142,0.05731,0.00637,0.00082,0.01399,,,860.22142,0.01919,0.00015,0.01242,0.00735
858.29267,-0.00019,-0.00027,-0.00056,,,858.29267,0.01382,0.01356,0.05243,0.02566,,,858.29267,0.05685,0.00623,0.00086,0.01393,,,858.29267,0.01866,0.00008,0.01211,0.00737
856.36393,-0.00027,-0.00032,-0.00047,,,856.36393,0.01318,0.01292,0.05036,0.02474,,,856.36393,0.05631,0.00619,0.00084,0.01381,,,856.36393,0.01827,-0.00003,0.01179,0.00729
854.43518,-0.00039,-0.00028,-0.00037,,,854.43518,0.01278,0.01238,0.04869,0.02389,,,854.43518,0.05567,0.0062,0.00084,0.01375,,,854.43518,0.01795,-0.00012,0.01151,0.00711
852.50643,-0.00046,-0.00019,-0.00033,,,852.50643,0.01255,0.01188,0.04724,0.02313,,,852.50643,0.05511,0.00629,0.00086,0.01371,,,852.50643,0.01768,-0.00009,0.01132,0.00686
850.57768,-0.00043,-0.00019,-0.0004,,,850.57768,0.01224,0.01144,0.0458,0.02241,,,850.57768,0.05462,0.00636,0.00069,0.01353,,,850.57768,0.01747,-0.00006,0.01117,0.00657
848.64893,-0.00036,-0.00026,-0.00054,,,848.64893,0.01186,0.01097,0.04433,0.02167,,,848.64893,0.0541,0.00635,0.00039,0.01328,,,848.64893,0.01732,-0.00017,0.011,0.00646
846.72019,-0.00034,-0.00027,-0.00067,,,846.72019,0.01151,0.01048,0.04307,0.02103,,,846.72019,0.0536,0.00626,0.00023,0.01317,,,846.72019,0.01722,-0.00032,0.01094,0.00663
844.79144,-0.00034,-0.00015,-0.00077,,,844.79144,0.01113,0.01005,0.04218,0.02058,,,844.79144,0.05314,0.00609,0.00026,0.01322,,,844.79144,0.01725,-0.00037,0.01114,0.00683
842.86269,-0.00032,-0.00001,-0.00085,,,842.86269,0.0107,0.00967,0.04142,0.02024,,,842.86269,0.05272,0.00589,0.00033,0.01327,,,842.86269,0.01745,-0.00028,0.01137,0.00688
840.93394,-0.00033,0.00002,-0.00081,,,840.93394,0.01037,0.00944,0.04068,0.01997,,,840.93394,0.05232,0.0058,0.00043,0.01329,,,840.93394,0.01771,-0.00016,0.0113,0.00683
839.0052,-0.00034,-0.00004,-0.00055,,,839.0052,0.01026,0.00941,0.04011,0.01972,,,839.0052,0.05181,0.00591,0.00063,0.01334,,,839.0052,0.01779,-0.00018,0.01102,0.00674
837.07645,-0.00034,-0.00012,-0.00024,,,837.07645,0.0103,0.00941,0.03972,0.01954,,,837.07645,0.05117,0.00605,0.00086,0.01337,,,837.07645,0.01763,-0.0003,0.01091,0.00661
835.1477,-0.00037,-0.0002,-0.00009,,,835.1477,0.01028,0.00937,0.03946,0.01941,,,835.1477,0.05052,0.00603,0.00094,0.0133,,,835.1477,0.01744,-0.0004,0.01097,0.00659
833.21895,-0.00039,-0.00022,-0.0001,,,833.21895,0.01023,0.0093,0.03927,0.01929,,,833.21895,0.04992,0.00588,0.00081,0.01316,,,833.21895,0.01739,-0.00042,0.01098,0.00665
831.29021,-0.00034,-0.00017,-0.00016,,,831.29021,0.01032,0.00931,0.03925,0.01925,,,831.29021,0.04931,0.00573,0.00056,0.01298,,,831.29021,0.01742,-0.0004,0.01089,0.00661
829.36146,-0.0003,-0.00008,-0.00031,,,829.36146,0.01053,0.00944,0.03951,0.01933,,,829.36146,0.04862,0.00568,0.00033,0.01274,,,829.36146,0.01734,-0.00041,0.01088,0.00644
827.43271,-0.00027,-0.00006,-0.00056,,,827.43271,0.01072,0.00955,0.03997,0.01954,,,827.43271,0.04795,0.00574,0.00021,0.01261,,,827.43271,0.01719,-0.00038,0.01102,0.00641
825.50396,-0.00027,-0.00023,-0.00063,,,825.50396,0.01083,0.00962,0.04058,0.01993,,,825.50396,0.04731,0.00575,0.00015,0.0126,,,825.50396,0.01709,-0.0003,0.01115,0.00657
823.57522,-0.0003,-0.00047,-0.00048,,,823.57522,0.01093,0.00982,0.04136,0.02042,,,823.57522,0.04661,0.00567,0.00008,0.01247,,,823.57522,0.01702,-0.00023,0.011,0.00656
821.64647,-0.00033,-0.00059,-0.00034,,,821.64647,0.01116,0.01022,0.04237,0.02097,,,821.64647,0.04584,0.00561,0.00006,0.01223,,,821.64647,0.01696,-0.00015,0.01066,0.00634
819.71772,-0.0003,-0.00058,-0.0003,,,819.71772,0.01166,0.01078,0.04383,0.02183,,,819.71772,0.045,0.00563,0.00014,0.01209,,,819.71772,0.01697,-0.00012,0.01048,0.00618
817.78897,-0.00023,-0.0005,-0.00035,,,817.78897,0.0125,0.01156,0.04598,0.02303,,,817.78897,0.04421,0.0057,0.00021,0.01207,,,817.78897,0.01701,-0.00031,0.01042,0.00615
815.86023,-0.00029,-0.00048,-0.00046,,,815.86023,0.01358,0.01266,0.04877,0.02443,,,815.86023,0.04355,0.00568,0.00021,0.01198,,,815.86023,0.01707,-0.00059,0.01038,0.00614
813.93148,-0.00044,-0.0005,-0.0006,,,813.93148,0.01474,0.01403,0.05215,0.02622,,,813.93148,0.04288,0.00555,0.00017,0.01172,,,813.93148,0.01718,-0.00075,0.0105,0.00619
812.00273,-0.00054,-0.00045,-0.00066,,,812.00273,0.01611,0.01566,0.05628,0.02868,,,812.00273,0.04208,0.00545,0.00011,0.01152,,,812.00273,0.01727,-0.00084,0.01078,0.00645
810.07398,-0.0005,-0.00033,-0.00061,,,810.07398,0.01786,0.0177,0.06136,0.0317,,,810.07398,0.04119,0.0053,0.00011,0.01156,,,810.07398,0.01741,-0.00099,0.01104,0.00671
808.14524,-0.00035,-0.00031,-0.00056,,,808.14524,0.02006,0.02026,0.06761,0.03515,,,808.14524,0.04036,0.00506,0.00022,0.01161,,,808.14524,0.01796,-0.00103,0.01122,0.00676
806.21649,-0.00022,-0.00037,-0.00047,,,806.21649,0.02281,0.02341,0.07525,0.0393,,,806.21649,0.03964,0.00493,0.00032,0.0115,,,806.21649,0.01915,-0.00082,0.01149,0.00693
804.28774,-0.00024,-0.00037,-0.0004,,,804.28774,0.02614,0.02728,0.0845,0.04459,,,804.28774,0.03896,0.00507,0.00026,0.01132,,,804.28774,0.02074,-0.00044,0.01188,0.00734
802.35899,-0.00032,-0.00035,-0.00051,,,802.35899,0.02996,0.03187,0.09528,0.05092,,,802.35899,0.03826,0.00523,0.00003,0.01113,,,802.35899,0.02231,-0.00014,0.01229,0.00765
800.43025,-0.00036,-0.00041,-0.00068,,,800.43025,0.03426,0.03699,0.10725,0.05785,,,800.43025,0.0375,0.00514,-0.00016,0.01101,,,800.43025,0.02352,-0.00013,0.01286,0.00785
798.5015,-0.00036,-0.00048,-0.00068,,,798.5015,0.03879,0.04225,0.11983,0.06491,,,798.5015,0.03668,0.00493,-0.00023,0.01099,,,798.5015,0.02435,-0.00032,0.01348,0.00806
796.57275,-0.00033,-0.00048,-0.00059,,,796.57275,0.04296,0.04691,0.13188,0.07148,,,796.57275,0.03578,0.00476,-0.00024,0.01092,,,796.57275,0.02496,-0.00039,0.01375,0.00817
794.644,-0.00027,-0.00036,-0.00057,,,794.644,0.04621,0.05038,0.14179,0.07672,,,794.644,0.0348,0.00462,-0.00028,0.01072,,,794.644,0.0253,-0.0003,0.01361,0.00804
792.71526,-0.00025,-0.00021,-0.00056,,,792.71526,0.0482,0.05228,0.14825,0.07977,,,792.71526,0.03377,0.00444,-0.00039,0.01045,,,792.71526,0.02513,-0.00028,0.01345,0.00785
790.78651,-0.00033,-0.00006,-0.0005,,,790.78651,0.04874,0.05238,0.15062,0.08029,,,790.78651,0.03262,0.0042,-0.00048,0.01024,,,790.78651,0.02458,-0.0004,0.01354,0.00781
788.85776,-0.00042,0.00003,-0.00049,,,788.85776,0.04788,0.05076,0.14889,0.07852,,,788.85776,0.03136,0.00398,-0.00042,0.01011,,,788.85776,0.02404,-0.00053,0.0137,0.00786
786.92901,-0.00031,-0.00011,-0.00062,,,786.92901,0.04593,0.04795,0.14379,0.07497,,,786.92901,0.03013,0.00393,-0.00031,0.00989,,,786.92901,0.02374,-0.00049,0.01373,0.00792
785.00026,-0.00009,-0.00033,-0.00075,,,785.00026,0.04326,0.04457,0.13651,0.07036,,,785.00026,0.02895,0.00402,-0.00025,0.00955,,,785.00026,0.0237,-0.00037,0.01373,0.00799
783.07152,-0.00001,-0.00036,-0.00072,,,783.07152,0.04021,0.04101,0.12804,0.0654,,,783.07152,0.02776,0.00404,-0.00024,0.00934,,,783.07152,0.02388,-0.00033,0.01363,0.008
781.14277,-0.00012,-0.00031,-0.00067,,,781.14277,0.03713,0.03745,0.11902,0.06049,,,781.14277,0.02665,0.00393,-0.00032,0.00925,,,781.14277,0.02412,-0.00039,0.01339,0.008
779.21402,-0.00023,-0.00044,-0.00078,,,779.21402,0.03431,0.03407,0.1101,0.05574,,,779.21402,0.02566,0.00383,-0.00045,0.00907,,,779.21402,0.02418,-0.00042,0.01318,0.00801
777.28527,-0.00024,-0.00063,-0.00098,,,777.28527,0.03192,0.03101,0.10177,0.05131,,,777.28527,0.02463,0.00372,-0.00053,0.00877,,,777.28527,0.02397,-0.00034,0.01296,0.00785
775.35653,-0.00023,-0.00064,-0.00107,,,775.35653,0.02976,0.02826,0.0942,0.04733,,,775.35653,0.02364,0.00357,-0.00055,0.00846,,,775.35653,0.02336,-0.00018,0.01259,0.00749
773.42778,-0.00019,-0.0005,-0.00106,,,773.42778,0.02762,0.02573,0.08736,0.04374,,,773.42778,0.02273,0.00344,-0.00061,0.00812,,,773.42778,0.02227,-0.00004,0.01209,0.00704
771.49903,-0.00018,-0.00046,-0.00106,,,771.49903,0.02556,0.02339,0.08115,0.04039,,,771.49903,0.02176,0.00342,-0.00079,0.0078,,,771.49903,0.02099,-0.00001,0.0116,0.00657
769.57028,-0.00022,-0.00059,-0.00105,,,769.57028,0.02368,0.02129,0.07546,0.03737,,,769.57028,0.02093,0.00348,-0.00096,0.00759,,,769.57028,0.01988,-0.00014,0.01117,0.0062
767.64154,-0.0003,-0.00066,-0.00098,,,767.64154,0.02199,0.01951,0.07038,0.03486,,,767.64154,0.0204,0.00351,-0.00101,0.00746,,,767.64154,0.01903,-0.00035,0.01078,0.00588
765.71279,-0.00039,-0.00052,-0.00083,,,765.71279,0.02047,0.01796,0.06601,0.03274,,,765.71279,0.01984,0.00349,-0.00099,0.00734,,,765.71279,0.01835,-0.00048,0.01056,0.00553
763.78404,-0.00041,-0.0003,-0.00072,,,763.78404,0.01903,0.01656,0.06204,0.03075,,,763.78404,0.01923,0.0035,-0.00104,0.00726,,,763.78404,0.01767,-0.0005,0.01051,0.00543
761.85529,-0.00041,-0.00024,-0.00075,,,761.85529,0.01777,0.0153,0.05812,0.02882,,,761.85529,0.01883,0.00361,-0.00117,0.00731,,,761.85529,0.01698,-0.00042,0.01031,0.00572
759.92655,-0.00041,-0.00033,-0.00084,,,759.92655,0.01687,0.01421,0.0544,0.02702,,,759.92655,0.01856,0.00373,-0.00123,0.00744,,,759.92655,0.01637,-0.00037,0.00996,0.00595
757.9978,-0.00043,-0.00039,-0.00084,,,757.9978,0.01612,0.01319,0.05116,0.02539,,,757.9978,0.01829,0.0037,-0.00122,0.00748,,,757.9978,0.01587,-0.00049,0.00979,0.00582
756.06905,-0.0004,-0.00041,-0.00086,,,756.06905,0.01527,0.01215,0.04837,0.02397,,,756.06905,0.01813,0.0036,-0.00114,0.00753,,,756.06905,0.01547,-0.00067,0.00981,0.00554
754.1403,-0.00033,-0.00043,-0.0009,,,754.1403,0.01437,0.01116,0.04588,0.02283,,,754.1403,0.01826,0.00368,-0.0009,0.00784,,,754.1403,0.01515,-0.0007,0.00957,0.00532
752.21156,-0.00019,-0.00046,-0.00096,,,752.21156,0.01357,0.01039,0.04344,0.02181,,,752.21156,0.01859,0.00388,-0.00076,0.00819,,,752.21156,0.01488,-0.00049,0.00911,0.00517
