,GOE,MnO2,MMT
2¦È/degree,Intensity,Intensity,Intensity
45.3889,2139,580,2770
45.4086,2180,544,2658
45.4283,2077,562,2723
45.4481,2081,587,2662
45.4678,2115,578,2574
45.4876,2120,580,2491
45.5073,2094,538,2465
45.527,2133,521,2338
45.5468,2143,575,2428
45.5665,2046,624,2254
45.5863,2106,576,2234
45.606,2140,578,2207
45.6257,2137,639,2193
45.6455,2163,639,2184
45.6652,2116,640,2191
45.685,2105,613,2118
45.7047,2082,622,2079
45.7244,2103,628,2025
45.7442,2035,698,1994
45.7639,2104,686,2040
45.7837,2127,680,1899
45.8034,2082,690,1846
45.8231,2130,707,1884
45.8429,2040,739,1838
45.8626,2121,692,1844
45.8824,2149,753,1797
45.9021,2069,713,1719
45.9219,2146,699,1781
45.9416,2043,768,1758
45.9613,2070,729,1774
45.9811,2118,700,1750
46.0008,2202,676,1672
46.0206,2110,649,1750
46.0403,2035,666,1687
46.06,2069,677,1684
46.0798,2000,594,1595
46.0995,2033,646,1607
46.1193,2112,605,1597
46.139,2098,601,1585
46.1587,2145,566,1513
46.1785,2118,603,1521
46.1982,2063,625,1608
46.218,2096,578,1529
46.2377,2090,605,1556
46.2574,2009,578,1554
46.2772,2018,577,1511
46.2969,2074,548,1511
46.3167,2100,548,1494
46.3364,2177,560,1555
46.3561,2060,533,1485
46.3759,2104,588,1551
46.3956,2144,546,1512
46.4154,2167,564,1531
46.4351,2088,556,1535
46.4548,2116,545,1539
46.4746,2071,533,1540
46.4943,2149,557,1507
46.5141,2094,547,1583
46.5338,2112,578,1509
46.5535,2074,528,1611
46.5733,2137,535,1541
46.593,2057,555,1507
46.6128,2113,538,1443
46.6325,2136,508,1515
46.6522,2019,503,1480
46.672,2171,562,1492
46.6917,2085,515,1393
46.7115,2197,536,1414
46.7312,2104,561,1499
46.7509,2097,503,1400
46.7707,2025,509,1446
46.7904,2104,510,1462
46.8102,2118,528,1454
46.8299,2156,535,1438
46.8496,2159,500,1401
46.8694,2106,514,1382
46.8891,2112,536,1490
46.9089,2098,531,1459
46.9286,2111,569,1336
46.9484,2117,544,1438
46.9681,2181,526,1343
46.9878,2166,532,1389
47.0076,2096,546,1428
47.0273,2088,477,1424
47.0471,2208,541,1409
47.0668,2152,499,1360
47.0865,2152,560,1387
47.1063,2216,541,1401
47.126,2233,499,1380
47.1458,2348,537,1389
47.1655,2311,504,1411
47.1852,2532,488,1420
47.205,2478,544,1314
47.2247,2639,521,1337
47.2445,2705,566,1346
47.2642,2636,515,1344
47.2839,2687,526,1338
47.3037,2728,569,1290
47.3234,2628,502,1392
47.3432,2588,570,1298
47.3629,2652,570,1304
47.3826,2597,526,1346
47.4024,2588,513,1328
47.4221,2500,515,1274
47.4419,2440,520,1334
47.4616,2438,501,1288
47.4813,2320,491,1338
47.5011,2377,535,1371
47.5208,2275,538,1367
47.5406,2179,546,1315
47.5603,2301,548,1317
47.58,2297,534,1365
47.5998,2187,545,1299
47.6195,2211,520,1349
47.6393,2135,592,1302
47.659,2156,531,1313
47.6787,2135,531,1375
47.6985,2156,584,1319
47.7182,2156,557,1385
47.738,2183,587,1335
47.7577,2062,543,1363
47.7774,2131,505,1385
47.7972,2129,512,1380
47.8169,2160,567,1424
47.8367,2060,526,1335
47.8564,2039,518,1403
47.8762,2044,558,1371
47.8959,2131,566,1365
47.9156,2114,495,1420
47.9354,2141,538,1324
47.9551,2160,528,1368
47.9749,2102,491,1378
47.9946,2195,488,1401
48.0143,2103,534,1401
48.0341,2148,496,1360
48.0538,2149,489,1426
48.0736,2154,531,1372
48.0933,2153,546,1443
48.113,2048,542,1383
48.1328,2081,487,1365
48.1525,2101,533,1360
48.1723,2066,515,1322
48.192,2089,526,1374
48.2117,2100,537,1341
48.2315,2091,537,1397
48.2512,2076,507,1281
48.271,2131,516,1322
48.2907,2054,513,1309
48.3104,2029,514,1305
48.3302,2100,584,1349
48.3499,2076,521,1336
48.3697,2052,501,1310
48.3894,2038,540,1355
48.4091,2109,509,1346
48.4289,2095,478,1426
48.4486,2074,538,1251
48.4684,2143,523,1317
48.4881,2076,479,1348
48.5078,2111,506,1305
48.5276,1990,454,1341
48.5473,2068,497,1330
48.5671,2081,519,1317
48.5868,2055,546,1340
48.6065,2071,448,1331
48.6263,2160,531,1325
48.646,2036,519,1400
48.6658,2135,552,1340
48.6855,2068,493,1335
48.7052,2083,507,1275
48.725,1994,497,1331
48.7447,2104,507,1326
48.7645,2029,543,1290
48.7842,2052,520,1435
48.8039,2028,528,1380
48.8237,2130,530,1256
48.8434,2066,501,1272
48.8632,2002,562,1302
48.8829,2047,536,1348
48.9027,2038,558,1336
48.9224,2041,501,1345
48.9421,2027,469,1362
48.9619,2057,524,1353
48.9816,2054,526,1382
49.0014,2004,541,1291
49.0211,1974,596,1288
49.0408,2080,542,1279
49.0606,2096,520,1289
49.0803,2004,540,1293
49.1001,2040,556,1312
49.1198,1980,548,1268
49.1395,2025,561,1362
49.1593,2119,530,1310
49.179,2031,531,1394
49.1988,2077,587,1366
49.2185,2065,581,1331
49.2382,2033,561,1327
49.258,2114,622,1277
49.2777,2096,605,1314
49.2975,2133,584,1291
49.3172,1999,586,1352
49.3369,2058,604,1328
49.3567,2058,607,1361
49.3764,2037,574,1279
49.3962,1991,612,1360
49.4159,2107,536,1322
49.4356,2095,578,1269
49.4554,2110,597,1256
49.4751,2138,628,1315
49.4949,2143,576,1243
49.5146,2112,572,1293
49.5343,2149,570,1333
49.5541,2124,546,1236
49.5738,2133,592,1337
49.5936,2089,556,1367
49.6133,2014,558,1353
49.633,2116,554,1371
49.6528,2020,571,1397
49.6725,2081,627,1414
49.6923,2139,572,1316
49.712,2147,575,1436
49.7317,2119,582,1369
49.7515,2139,494,1511
49.7712,2094,559,1472
49.791,2117,612,1523
49.8107,2131,593,1614
49.8305,2081,639,1586
49.8502,2170,686,1723
49.8699,2173,694,1701
49.8897,2112,585,1899
49.9094,2149,548,2046
49.9292,2157,573,2301
49.9489,2138,587,2514
49.9686,2176,593,2863
49.9884,2131,607,3207
50.0081,2155,581,3134
50.0279,2139,583,2899
50.0476,2190,480,2915
50.0673,2207,532,2646
50.0871,2096,537,2606
50.1068,2156,551,2501
50.1266,2157,557,2564
50.1463,2174,549,2481
50.166,2144,563,2391
50.1858,2185,503,2174
50.2055,2237,522,1946
50.2253,2262,558,1828
50.245,2248,506,1742
50.2647,2285,522,1671
50.2845,2292,498,1542
50.3042,2309,505,1513
50.324,2331,468,1392
50.3437,2360,491,1462
50.3634,2392,485,1435
50.3832,2473,448,1447
50.4029,2411,488,1427
50.4227,2536,468,1380
50.4424,2600,469,1337
50.4621,2658,477,1293
50.4819,2677,465,1347
50.5016,2725,492,1377
50.5214,2801,458,1363
50.5411,2709,521,1275
50.5608,2902,455,1214
50.5806,2761,480,1315
50.6003,2870,475,1296
50.6201,2968,484,1294
50.6398,2907,485,1257
50.6595,2863,464,1295
50.6793,2905,436,1280
50.699,2827,467,1320
50.7188,2745,463,1335
50.7385,2765,450,1289
50.7582,2667,484,1242
50.778,2678,495,1240
50.7977,2533,467,1265
50.8175,2487,468,1282
50.8372,2585,464,1273
50.857,2488,484,1261
50.8767,2378,476,1237
50.8964,2429,485,1270
50.9162,2297,474,1310
50.9359,2372,489,1224
50.9557,2190,449,1233
50.9754,2226,453,1228
50.9951,2336,497,1158
51.0149,2179,423,1328
51.0346,2250,453,1291
51.0544,2225,485,1291
51.0741,2224,442,1229
51.0938,2172,462,1233
51.1136,2264,500,1274
51.1333,2181,436,1175
51.1531,2090,449,1178
51.1728,2197,440,1253
51.1925,2216,393,1271
51.2123,2217,434,1184
51.232,2123,419,1226
51.2518,2131,495,1223
51.2715,2261,458,1237
51.2912,2142,455,1168
51.311,2254,482,1218
51.3307,2242,481,1178
51.3505,2338,445,1277
51.3702,2280,426,1179
51.3899,2273,436,1143
51.4097,2261,437,1193
51.4294,2241,456,1130
51.4492,2223,492,1230
51.4689,2270,430,1265
51.4886,2379,475,1210
51.5084,2383,430,1202
51.5281,2354,472,1245
51.5479,2308,461,1210
51.5676,2256,484,1185
51.5873,2326,437,1221
51.6071,2317,441,1216
51.6268,2270,460,1150
51.6466,2251,458,1257
51.6663,2257,484,1201
51.686,2261,471,1213
51.7058,2245,464,1230
51.7255,2272,446,1178
51.7453,2205,432,1227
51.765,2173,428,1282
51.7847,2084,487,1310
51.8045,2180,429,1157
51.8242,2214,461,1262
51.844,2111,484,1203
51.8637,2173,429,1219
51.8835,2218,448,1208
51.9032,2128,465,1230
51.9229,2219,437,1209
51.9427,2037,449,1241
51.9624,2129,419,1229
51.9822,2011,479,1251
52.0019,2157,430,1263
52.0216,2180,471,1238
52.0414,2020,447,1275
52.0611,2113,449,1225
52.0809,2119,470,1248
52.1006,2052,444,1242
52.1203,2104,489,1192
52.1401,2165,436,1170
52.1598,2248,447,1223
52.1796,2108,457,1149
52.1993,2216,454,1305
52.219,2196,458,1271
52.2388,2102,435,1276
52.2585,2151,452,1244
52.2783,2103,444,1280
52.298,2210,436,1334
52.3177,2160,460,1241
52.3375,2160,456,1273
52.3572,2133,448,1313
52.377,2200,423,1307
52.3967,2117,446,1279
52.4164,2193,443,1336
52.4362,2142,437,1234
52.4559,2239,422,1312
52.4757,2186,439,1288
52.4954,2212,461,1328
52.5151,2154,417,1311
52.5349,2138,432,1309
52.5546,2246,477,1315
52.5744,2242,470,1428
52.5941,2190,400,1274
52.6138,2302,422,1346
52.6336,2338,455,1337
52.6533,2234,454,1286
52.6731,2370,464,1354
52.6928,2366,461,1321
52.7125,2410,429,1415
52.7323,2440,404,1389
52.752,2397,444,1340
52.7718,2473,429,1373
52.7915,2491,445,1408
52.8113,2577,452,1317
52.831,2455,461,1340
52.8507,2626,457,1367
52.8705,2665,439,1418
52.8902,2751,450,1362
52.91,2891,453,1429
52.9297,2889,437,1311
52.9494,2928,454,1400
52.9692,3040,444,1315
52.9889,3353,479,1379
53.0087,3388,444,1283
53.0284,3532,425,1374
53.0481,3693,424,1287
53.0679,3916,456,1334
53.0876,4001,447,1318
53.1074,4003,440,1340
53.1271,4408,486,1354
53.1468,4501,432,1334
53.1666,4680,470,1357
53.1863,4796,490,1348
53.2061,4805,418,1371
53.2258,4794,418,1402
53.2455,4842,473,1396
53.2653,4950,482,1352
53.285,4735,434,1393
53.3048,4692,444,1356
53.3245,4632,466,1427
53.3442,4561,462,1411
53.364,4351,457,1435
53.3837,4226,481,1403
53.4035,4047,453,1446
53.4232,3972,462,1469
53.4429,3768,432,1430
53.4627,3658,456,1474
53.4824,3383,471,1523
53.5022,3298,483,1492
53.5219,3160,455,1506
53.5416,3173,498,1546
53.5614,3020,479,1541
53.5811,3003,498,1489
53.6009,2759,456,1617
53.6206,2728,490,1493
53.6403,2713,489,1575
53.6601,2663,479,1581
53.6798,2699,494,1602
53.6996,2618,497,1520
53.7193,2607,484,1612
53.739,2560,457,1670
53.7588,2564,479,1566
53.7785,2483,465,1576
53.7983,2528,484,1677
53.818,2563,469,1601
53.8378,2488,490,1688
53.8575,2635,514,1650
53.8772,2561,493,1650
53.897,2542,501,1675
53.9167,2589,457,1664
53.9365,2509,462,1682
53.9562,2519,463,1656
53.9759,2530,532,1655
53.9957,2592,519,1724
54.0154,2600,494,1642
54.0352,2651,483,1702
54.0549,2734,508,1668
54.0746,2825,497,1745
54.0944,2848,525,1681
54.1141,2938,507,1701
54.1339,2873,552,1720
54.1536,2982,531,1636
54.1733,2984,533,1728
54.1931,3097,528,1663
54.2128,2999,520,1729
54.2326,2931,530,1692
54.2523,3070,564,1751
54.272,2983,546,1716
54.2918,2842,546,1745
54.3115,2876,531,1635
54.3313,2847,537,1648
54.351,2767,509,1675
54.3707,2772,570,1610
54.3905,2739,579,1647
54.4102,2610,570,1684
54.43,2636,531,1645
54.4497,2554,556,1679
54.4694,2515,547,1666
54.4892,2430,529,1715
54.5089,2558,568,1701
54.5287,2404,546,1717
54.5484,2463,593,1725
54.5681,2442,572,1691
54.5879,2311,566,1648
54.6076,2315,621,1702
54.6274,2403,649,1820
54.6471,2233,693,1826
54.6668,2183,633,1839
54.6866,2288,644,1891
54.7063,2236,644,1858
54.7261,2229,620,1990
54.7458,2198,632,1971
54.7656,2255,651,1903
54.7853,2248,653,1990
54.805,2273,680,1952
54.8248,2231,639,1989
54.8445,2184,639,1938
54.8643,2172,647,1855
54.884,2206,610,1928
54.9037,2231,648,1938
54.9235,2208,692,1835
54.9432,2221,686,1802
54.963,2169,645,1821
54.9827,2214,702,1780
55.0024,2211,688,1810
55.0222,2139,744,1906
55.0419,2158,729,1811
55.0617,2207,700,1862
55.0814,2226,733,1826
55.1011,2209,794,1857
55.1209,2165,773,1844
55.1406,2203,795,1904
55.1604,2195,787,1866
55.1801,2228,792,1957
55.1998,2211,786,1887
55.2196,2279,826,1954
55.2393,2385,804,1926
55.2591,2363,829,1889
55.2788,2334,806,1922
55.2985,2332,937,1960
55.3183,2403,918,1884
55.338,2405,941,1811
55.3578,2381,934,1702
55.3775,2363,922,1809
55.3972,2441,987,1741
55.417,2419,1051,1740
55.4367,2375,1105,1803
55.4565,2271,1081,1667
55.4762,2287,1036,1682
55.4959,2314,1152,1733
55.5157,2301,1144,1689
55.5354,2251,1150,1808
55.5552,2276,1161,1810
55.5749,2230,1186,1860
55.5946,2265,1298,1786
55.6144,2199,1296,1758
55.6341,2215,1359,1828
55.6539,2252,1372,1822
55.6736,2144,1396,1927
55.6933,2206,1439,1897
55.7131,2199,1431,1895
55.7328,2101,1501,1917
55.7526,2193,1554,1898
55.7723,2119,1599,1926
55.7921,2120,1590,1872
55.8118,2165,1703,1834
55.8315,2133,1719,1834
55.8513,2063,1678,1762
55.871,2005,1747,1889
55.8908,2099,1868,1804
55.9105,2037,1797,1729
55.9302,2198,1948,1706
55.95,2041,1883,1650
55.9697,2168,1897,1657
55.9895,2044,1964,1671
56.0092,2125,1938,1622
56.0289,2141,1958,1613
56.0487,2204,2066,1538
56.0684,2078,2130,1671
56.0882,2159,2060,1604
56.1079,2149,2235,1506
56.1276,2086,2073,1486
56.1474,2090,2187,1522
56.1671,2159,2178,1531
56.1869,2072,2122,1529
56.2066,2211,2215,1491
56.2263,2153,2240,1406
56.2461,2082,2236,1497
56.2658,2094,2333,1515
56.2856,2141,2335,1448
56.3053,2182,2456,1410
56.325,2115,2436,1481
56.3448,2136,2433,1416
56.3645,2118,2508,1448
56.3843,2165,2456,1436
56.404,2088,2658,1462
56.4237,2132,2520,1485
56.4435,2081,2593,1490
56.4632,2146,2613,1499
56.483,2142,2486,1487
56.5027,2119,2444,1489
56.5224,2106,2521,1425
56.5422,2113,2278,1510
56.5619,2159,2266,1504
56.5817,2153,2175,1423
56.6014,2119,2025,1482
56.6211,2013,1969,1476
56.6409,2074,1926,1369
56.6606,2079,1851,1403
56.6804,2122,1725,1468
56.7001,2128,1654,1376
56.7199,2163,1572,1439
56.7396,2159,1547,1461
56.7593,2151,1367,1436
56.7791,2115,1393,1351
56.7988,2171,1301,1404
56.8186,2188,1217,1422
56.8383,2113,1260,1437
56.858,2143,1161,1428
56.8778,2174,1191,1398
56.8975,2149,1135,1375
56.9173,2193,1052,1411
56.937,2225,1081,1363
56.9567,2182,1036,1348
56.9765,2129,963,1390
56.9962,2126,952,1339
57.016,2242,958,1405
57.0357,2129,887,1428
57.0554,2336,947,1418
57.0752,2212,903,1357
57.0949,2270,845,1409
57.1147,2285,834,1390
57.1344,2277,884,1369
57.1541,2406,834,1380
57.1739,2448,820,1429
57.1936,2255,787,1388
57.2134,2387,763,1411
57.2331,2483,823,1361
57.2528,2509,812,1382
57.2726,2606,757,1484
57.2923,2585,719,1514
57.3121,2553,715,1422
57.3318,2708,697,1388
57.3515,2677,690,1361
57.3713,2631,693,1359
57.391,2617,737,1411
57.4108,2678,718,1444
57.4305,2666,714,1389
57.4502,2656,705,1417
57.47,2613,659,1467
57.4897,2612,651,1376
57.5095,2582,673,1435
57.5292,2531,706,1342
57.5489,2508,655,1404
57.5687,2498,613,1397
57.5884,2439,684,1333
57.6082,2491,597,1391
57.6279,2468,625,1355
57.6476,2497,601,1335
57.6674,2434,621,1326
57.6871,2301,596,1381
57.7069,2335,667,1428
57.7266,2402,631,1335
57.7464,2323,628,1376
57.7661,2198,630,1270
57.7858,2254,631,1335
57.8056,2199,653,1311
57.8253,2171,601,1290
57.8451,2310,558,1252
57.8648,2171,542,1327
57.8845,2214,617,1302
57.9043,2189,595,1345
57.924,2219,565,1262
57.9438,2156,599,1307
57.9635,2181,570,1273
57.9832,2200,597,1310
58.003,2103,575,1297
58.0227,2109,511,1193
58.0425,2169,552,1306
58.0622,2233,570,1335
58.0819,2155,567,1292
58.1017,2150,537,1332
58.1214,2152,557,1291
58.1412,2254,545,1291
58.1609,2214,541,1257
58.1806,2082,539,1220
58.2004,2115,511,1333
58.2201,2159,540,1213
58.2399,2185,510,1314
58.2596,2098,557,1230
58.2793,2183,585,1236
58.2991,2216,535,1254
58.3188,2078,544,1243
58.3386,2190,568,1217
58.3583,2155,545,1249
58.378,2160,537,1172
58.3978,2189,524,1288
58.4175,2161,584,1250
58.4373,2239,543,1335
58.457,2141,588,1321
58.4767,2259,515,1249
58.4965,2176,524,1277
58.5162,2197,536,1299
58.536,2190,556,1248
58.5557,2265,554,1335
58.5754,2223,518,1345
58.5952,2255,552,1351
58.6149,2279,540,1269
58.6347,2327,524,1312
58.6544,2313,550,1230
58.6741,2402,589,1257
58.6939,2385,551,1364
58.7136,2364,545,1265
58.7334,2469,546,1269
58.7531,2535,565,1276
58.7729,2521,544,1236
58.7926,2590,564,1279
58.8123,2791,630,1336
58.8321,2802,598,1235
58.8518,2984,628,1245
58.8716,3102,596,1266
58.8913,3318,640,1273
58.911,3321,609,1292
58.9308,3592,658,1208
58.9505,3763,693,1227
58.9703,3872,637,1265
58.99,4072,701,1340
59.0097,4025,763,1271
59.0295,4105,799,1362
59.0492,4007,917,1373
59.069,3928,885,1356
59.0887,3847,1045,1323
59.1084,3853,1133,1324
59.1282,3894,1177,1336
59.1479,3547,1277,1380
59.1677,3482,1289,1434
59.1874,3544,1225,1398
59.2071,3220,1182,1424
59.2269,3279,1108,1328
59.2466,3129,1080,1325
59.2664,2948,1129,1385
59.2861,2876,1098,1324
59.3058,2790,996,1340
59.3256,2703,1028,1381
59.3453,2598,983,1330
59.3651,2547,923,1323
59.3848,2464,805,1380
59.4045,2495,732,1345
59.4243,2444,720,1395
59.444,2350,679,1385
59.4638,2311,721,1359
59.4835,2293,727,1355
59.5032,2276,688,1422
59.523,2246,689,1373
59.5427,2266,669,1383
59.5625,2179,629,1360
59.5822,2252,636,1414
59.6019,2157,619,1472
59.6217,2229,632,1515
59.6414,2163,581,1501
59.6612,2210,595,1522
59.6809,2150,600,1577
59.7007,2134,548,1682
59.7204,2119,604,1816
59.7401,2093,607,1803
59.7599,2098,618,2039
59.7796,2190,616,2094
59.7994,2166,642,2078
59.8191,2212,718,2189
59.8388,2047,669,2054
59.8586,2091,620,2116
59.8783,2099,546,2034
59.8981,2104,582,2011
59.9178,2179,556,1965
59.9375,2133,569,1896
59.9573,2172,633,1934
59.977,2112,596,1856
59.9968,2108,592,1769
60.0165,2106,519,1786
60.0362,2146,548,1612
60.056,2138,553,1611
60.0757,2047,544,1510
60.0955,2103,567,1430
60.1152,2101,520,1546
60.1349,2164,553,1472
60.1547,2097,547,1361
60.1744,2090,554,1392
60.1942,2111,507,1435
60.2139,2111,531,1391
60.2336,2079,478,1383
60.2534,2077,516,1349
60.2731,2145,497,1360
60.2929,2165,497,1326
60.3126,2097,509,1394
60.3323,2161,479,1310
60.3521,2088,503,1364
60.3718,2131,509,1349
60.3916,2235,497,1320
60.4113,2159,536,1406
60.431,2091,513,1302
60.4508,2138,487,1384
60.4705,2137,483,1329
60.4903,2042,470,1437
60.51,2126,528,1499
60.5297,2132,461,1417
60.5495,2018,470,1410
60.5692,2141,504,1534
60.589,2048,526,1430
60.6087,2123,488,1488
60.6284,2151,474,1481
60.6482,2035,487,1449
60.6679,2218,449,1481
60.6877,2126,507,1546
60.7074,2115,464,1488
60.7272,2114,471,1580
60.7469,2200,486,1452
60.7666,2219,493,1599
60.7864,2149,479,1509
60.8061,2195,462,1490
60.8259,2208,471,1485
60.8456,2196,493,1540
60.8653,2185,474,1474
60.8851,2296,478,1425
60.9048,2261,471,1449
60.9246,2268,455,1525
60.9443,2300,441,1502
60.964,2239,502,1468
60.9838,2393,440,1531
61.0035,2280,475,1541
61.0233,2424,435,1515
61.043,2384,473,1536
61.0627,2417,471,1460
61.0825,2421,479,1564
61.1022,2389,499,1528
61.122,2462,467,1563
61.1417,2598,487,1561
61.1614,2625,491,1574
61.1812,2736,460,1624
61.2009,2801,481,1658
61.2207,3012,461,1711
61.2404,3137,500,1709
61.2601,3317,492,1756
61.2799,3468,475,1759
61.2996,3469,502,1809
61.3194,3385,482,1841
61.3391,3343,481,1858
61.3588,3274,484,1919
61.3786,3186,421,1998
61.3983,3148,501,1945
61.4181,3239,479,1945
61.4378,3225,459,2191
61.4575,3212,453,2190
61.4773,3090,528,2344
61.497,3061,504,2387
61.5168,2919,513,2483
61.5365,2856,445,2507
61.5562,2685,471,2398
61.576,2722,494,2454
61.5957,2712,500,2605
61.6155,2712,525,2631
61.6352,2586,492,2589
61.655,2604,475,2549
61.6747,2438,499,2595
61.6944,2446,459,2731
61.7142,2408,484,2723
61.7339,2472,481,2665
61.7537,2326,523,2581
61.7734,2372,495,2594
61.7931,2314,508,2584
61.8129,2273,489,2450
61.8326,2367,477,2496
61.8524,2260,495,2456
61.8721,2216,517,2394
61.8918,2256,507,2400
61.9116,2279,470,2408
61.9313,2272,467,2312
61.9511,2311,481,2387
61.9708,2233,497,2333
61.9905,2257,493,2213
62.0103,2192,519,2204
62.03,2288,509,2139
62.0498,2224,466,2116
62.0695,2220,480,2226
62.0892,2204,478,2158
62.109,2158,483,2040
62.1287,2167,525,1988
62.1485,2153,469,1991
62.1682,2224,496,1958
62.1879,2168,489,1959
62.2077,2128,509,1889
62.2274,2162,502,1818
62.2472,2206,474,1898
62.2669,2198,469,1734
62.2866,2150,511,1814
62.3064,2214,463,1794
62.3261,2079,491,1756
62.3459,2132,497,1694
62.3656,2227,505,1749
62.3853,2182,491,1710
62.4051,2231,518,1687
62.4248,2139,496,1580
62.4446,2185,489,1598
62.4643,2167,478,1606
62.484,2123,529,1511
62.5038,2228,464,1635
62.5235,2232,468,1595
62.5433,2206,491,1602
62.563,2184,446,1519
62.5827,2082,477,1494
62.6025,2173,525,1533
62.6222,2183,505,1547
62.642,2207,473,1494
62.6617,2241,464,1506
62.6815,2231,510,1489
62.7012,2267,476,1377
62.7209,2243,464,1436
62.7407,2315,504,1508
62.7604,2354,468,1440
62.7802,2328,497,1392
62.7999,2367,456,1342
62.8196,2364,456,1397
62.8394,2369,503,1362
62.8591,2458,468,1406
62.8789,2441,479,1442
62.8986,2422,474,1318
62.9183,2427,462,1371
62.9381,2436,487,1362
62.9578,2430,443,1363
62.9776,2449,516,1307
62.9973,2490,487,1351
63.017,2457,502,1286
63.0368,2543,455,1422
63.0565,2533,478,1298
63.0763,2432,476,1301
63.096,2527,454,1310
63.1157,2518,458,1368
63.1355,2576,491,1337
63.1552,2486,461,1268
63.175,2578,478,1294
63.1947,2601,449,1304
63.2144,2558,458,1241
63.2342,2544,474,1321
63.2539,2507,455,1282
63.2737,2523,482,1303
63.2934,2508,465,1276
63.3131,2516,444,1319
63.3329,2534,480,1331
63.3526,2587,460,1287
63.3724,2519,466,1281
63.3921,2549,498,1323
63.4118,2511,447,1242
63.4316,2487,447,1303
63.4513,2520,477,1291
63.4711,2494,419,1357
63.4908,2530,511,1218
63.5105,2466,457,1289
63.5303,2461,457,1275
63.55,2366,434,1294
63.5698,2391,478,1298
63.5895,2347,481,1272
63.6093,2395,465,1219
63.629,2404,459,1225
63.6487,2472,471,1294
63.6685,2440,463,1289
63.6882,2494,480,1287
63.708,2388,470,1287
63.7277,2464,451,1272
63.7474,2500,466,1346
63.7672,2402,462,1312
63.7869,2551,455,1315
63.8067,2659,449,1340
63.8264,2674,444,1356
63.8461,2714,481,1374
63.8659,2796,469,1396
63.8856,2853,501,1427
63.9054,2989,474,1529
63.9251,3055,484,1632
63.9448,3159,452,1564
63.9646,3213,446,1564
63.9843,3069,424,1444
64.0041,3098,477,1467
64.0238,2947,493,1433
64.0435,3037,453,1383
64.0633,2839,456,1448
64.083,2878,484,1450
64.1028,2780,488,1363
64.1225,2776,462,1329
64.1422,2778,441,1406
64.162,2663,473,1417
64.1817,2647,466,1332
64.2015,2645,450,1236
64.2212,2515,462,1242
64.2409,2445,455,1204
64.2607,2428,451,1281
64.2804,2336,445,1280
64.3002,2320,457,1317
64.3199,2233,459,1196
64.3396,2350,470,1276
64.3594,2298,435,1211
64.3791,2316,486,1220
64.3989,2232,479,1253
64.4186,2140,458,1228
64.4383,2122,486,1276
64.4581,2113,515,1281
64.4778,2169,448,1183
64.4976,2120,464,1262
64.5173,2221,495,1239
64.537,2137,503,1201
64.5568,2118,504,1132
64.5765,2142,599,1144
64.5963,2089,583,1194
64.616,2196,553,1178
64.6358,2062,617,1180
64.6555,2068,573,1173
64.6752,2043,573,1257
64.695,2099,616,1247
64.7147,2125,616,1200
64.7345,2121,602,1205
64.7542,2128,626,1225
64.7739,2092,589,1183
64.7937,2109,597,1196
64.8134,2005,560,1159
64.8332,1992,582,1177
64.8529,2087,563,1191
64.8726,2024,570,1242
64.8924,2174,623,1248
64.9121,2111,596,1184
64.9319,2116,595,1264
64.9516,2094,551,1226
64.9713,2122,525,1197
64.9911,2050,575,1258
65.0108,1996,560,1255
65.0306,2096,595,1241
65.0503,2080,563,1312
65.07,2066,579,1226
65.0898,2025,592,1240
65.1095,2098,592,1258
65.1293,2003,602,1233
65.149,2103,564,1212
65.1687,2108,579,1229
65.1885,2070,609,1247
65.2082,2050,577,1175
65.228,2013,576,1263
65.2477,2127,546,1280
65.2674,2139,535,1324
65.2872,2093,542,1355
65.3069,2048,562,1286
65.3267,2129,565,1199
65.3464,2118,553,1285
65.3661,2152,576,1294
65.3859,2150,605,1189
65.4056,2101,563,1292
65.4254,2216,527,1316
65.4451,2182,556,1242
65.4648,2134,543,1234
65.4846,2185,586,1284
65.5043,2364,554,1370
65.5241,2373,527,1328
65.5438,2406,537,1299
65.5635,2366,579,1346
65.5833,2414,564,1286
65.603,2473,541,1301
65.6228,2484,551,1295
65.6425,2507,571,1292
65.6623,2471,635,1244
65.682,2503,639,1268
65.7017,2364,571,1313
65.7215,2448,600,1332
65.7412,2345,599,1310
65.761,2337,565,1300
65.7807,2411,551,1251
65.8004,2272,578,1260
65.8202,2328,608,1210
65.8399,2356,586,1207
65.8597,2270,611,1281
65.8794,2252,574,1234
65.8991,2141,580,1283
65.9189,2170,599,1493
65.9386,2233,558,1489
65.9584,2098,582,1288
65.9781,2142,546,1256
65.9978,2098,586,1197
66.0176,2041,569,1175
66.0373,2106,558,1240
66.0571,2105,578,1224
66.0768,1987,545,1258
66.0965,2071,581,1262
66.1163,2097,568,1347
66.136,2076,579,1285
66.1558,2094,589,1154
66.1755,2078,603,1165
66.1952,2012,619,1203
66.215,2013,585,1279
66.2347,2095,586,1271
66.2545,2065,590,1281
66.2742,1984,632,1248
66.2939,2017,616,1214
66.3137,2070,572,1233
66.3334,2064,649,1236
66.3532,1985,618,1241
66.3729,1993,671,1168
66.3926,2052,642,1135
66.4124,2019,593,1293
66.4321,2003,688,1198
66.4519,2027,645,1183
66.4716,2028,661,1194
66.4913,2037,649,1168
66.5111,2067,678,1175
66.5308,2043,686,1158
66.5506,2066,651,1237
66.5703,2041,705,1115
66.5901,2076,735,1161
